icao,"name",lat,lon,runways,ils
FOON,"Mvengue",-1.6561555,13.4380375,1,1
FQBR,"Beira",-19.79912600,034.90400600,3,1
FQMA,"Maputo",-25.91552925,32.57690075,2,1
FSIA,"Seychelles Intl",-4.674378,55.521829,1,1
FTTJ,"Ndjamena Hassan Djamous",12.12936600,015.03293500,1,1
FVBU,"J M Nkomo Intl",-20.01520625,28.622707,2,1
FVFA,"Victoria Falls Intl",-18.0958805,25.8390045,1,1
FVHA,"Harare Intl",-17.931806,31.0928475,1,1
FWKI,"Kamuzu Intl",-13.78630160,033.78082660,1,1
FXMM,"Moshoeshoe I Intl",-29.45897775,27.55317275,2,1
FYWH,"Windhoek Hosea Kutako Intl",-22.48723100,017.46268500,2,1
FZAA,"Ndjili Intl",-4.38575,15.4445695,1,1
FZQA,"Lubumbashi Intl",-11.5912665,27.5308845,1,1
GABS,"Bamako Senou",12.54065800,-007.94586900,1,1
GCFV,"Fuerteventura",28.45451200,-013.86755800,2,1
GCLP,"Gran Canaria",27.93578100,-015.39082200,2,2
GCRR,"Lanzarote",28.94937100,-013.60916100,1,1
GCTS,"Tenerife Sur",28.04827600,-016.57514600,1,2
GCXO,"Tenerife Norte - Los Rodeos",28.48568554,-016.34197110,1,2
GMAD,"Agadir Al Massira",30.33001285,-009.40693951,1,1
GMFO,"Angads",34.787149,-1.923985,1,1
GMME,"Sale",34.04539490,-006.76117990,1,1
GMMN,"Casablanca Mohammed V Intl",33.36489870,-007.57978920,2,2
GMMX,"Menara",31.61046980,-008.02513500,1,1
GMMZ,"Ouarzazate",30.939076,-6.909475,1,1
GMTT,"Ibn Batouta",35.72457500,-005.91041850,2,1
GOOY,"Dakar Leopold Sedar Senghor Intl",14.74438900,-017.48864400,2,1
GQNN,"Nouakchott",18.0977725,-15.9480305,1,1
GVAC,"Sal Amilcar Cabral Intl",16.73240600,-022.94477600,2,1
HAAB,"Bole Intl",08.97854900,038.78914260,2,1
HBBA,"Bujumbura Intl",-03.32596920,029.32265470,1,1
HDAM,"Djibouti Ambouli",11.55113700,043.14449310,1,1
HEAT,"Asyut Intl",27.046508,31.011982,1,1
HEAZ,"Almaza Afb",30.092404,31.3601705,2,1
HEBA,"Borg El Arab Intl",30.9127531666667,29.6896888333333,3,1
HEBL,"Abu Simbel",22.36666490,031.61306760,1,1
HECA,"Cairo Intl",30.12389400,031.40022300,3,4
HECW,"Cairo West",30.11695425,30.91841325,2,1
HEGN,"Hurghada Intl",27.18247220,033.80284120,1,1
HELX,"Luxor Intl",25.671086,32.706403,1,1
HESH,"Sharm El Sheikh Intl",27.98111340,034.39117810,2,1
HESN,"Aswan Intl",23.97427560,032.82194520,1,1
HETB,"Taba Intl",29.588393,34.7775615,2,1
HHAS,"Asmara_intl",15.29299000,038.90542200,2,1
HHMS,"Massawa Intl",15.670011,39.370021,1,1
HKJK,"Nairobi Jomo Kanyatta Intl",-01.33125518,036.92984135,1,1
HKMO,"Mombasa Moi Intl",-04.03711840,039.59758000,2,1
HLLB,"Benina",32.09441760,020.26035880,2,1
HLLQ,"El Beida",32.7894555,21.95835825,2,1
HLLS,"Sebha",26.99772070,014.46560860,2,1
HLLT,"Tripoli Intl",32.66849140,013.14443780,2,1
HRYR,"Kigali Intl",-1.968628,30.13945,1,1
HSSS,"Khartoum",15.58800510,032.55142590,1,2
HTDA,"Mwalimu Julius K Nyerere Intl",-06.87279800,039.20417790,2,1
HTKJ,"Kilimanjaro Intl",-3.4294555,37.074499,1,1
HUEN,"Entebbe Intl",00.04098540,032.44161220,2,1
KABE,"Lehigh Valley Intl",40.65830400,-075.44156400,2,3
KABI,"Abilene Rgnl",32.4131733333333,-99.6832326666667,3,1
KABQ,"Albuquerque International Sunport",35.04871100,-106.60637500,4,2
KABR,"Aberdeen Rgnl",45.448275,-98.42294025,2,1
KABY,"Southwest Georgia Rgnl",31.535407,-84.1947245,2,1
KACJ,"Souther Fld",32.1109925,-84.1889395,2,1
KACK,"Nantucket Mem",41.25655700,-070.06471300,3,1
KACT,"Waco Rgnl",31.60944078,-097.22316235,2,1
KACV,"Arcata",40.97251102,-124.10732616,2,1
KACY,"Atlantic City Intl",39.45555385,-074.58813412,2,1
KADM,"Ardmore Muni",34.303193375,-97.01676075,4,1
KADS,"Addison",32.968558,-96.836454,1,1
KADW,"Andrews Afb",38.8108095,-76.86712225,2,2
KAEG,"Albuquerque Double Eagle Ii",35.15494100,-106.79525900,2,1
KAEX,"Alexandria Intl",31.3273535,-92.54824425,2,1
KAFP,"Anson Co",35.0206385,-80.077118,1,1
KAFW,"Fort Worth Alliance",32.98614150,-097.31248661,2,1
KAGC,"Allegheny Co",40.3544058333333,-79.9308423333333,3,1
KAGS,"Augusta Rgnl At Bush Fld",33.36950700,-081.97176400,2,2
KAHN,"Athens Ben Epps",33.94849225,-83.32582075,2,1
KAID,"Anderson Muni Darlington Fld",40.10855875,-85.612641,2,1
KAIZ,"Lee C Fine Mem",38.0960335,-92.5494765,1,1
KAKR,"Akron Fulton Intl",41.03922141,-081.45749016,2,1
KALB,"Albany Intl",42.75291491,-073.79977211,2,1
KALI,"Alice Intl",27.741133,-98.0268925,3,1
KALN,"St Louis Rgnl",38.8902235,-90.04655425,2,1
KALO,"Waterloo Rgnl",42.5567078333333,-92.4003761666667,3,1
KALS,"San Luis Valley Rgnl Bergman Fld",37.43479375,-105.86550475,2,1
KALW,"Walla Walla Rgnl",46.09217732,-118.27884604,3,1
KAMA,"Rick Husband Amarillo Intl",35.23172255,-101.70634669,2,2
KAMN,"Gratiot Community",43.32568114,-084.68649176,2,1
KAMW,"Ames Muni",41.99262875,-93.62183325,2,1
KANB,"Anniston Metropolitan",33.58916900,-085.85810900,1,1
KAND,"Anderson Rgnl",34.49439200,-082.71087600,2,1
KANE,"Anoka Co Blaine (janes Field)",45.14210011,-093.21571281,2,1
KAOH,"Lima Allen Co",40.70484805,-084.02676900,2,1
KAOO,"Altoona Blair Co",40.29648,-78.3199215,2,1
KAPA,"Centennial",39.5701161666667,-104.848131833333,3,1
KAPC,"Napa Co",38.20789654,-122.27866431,3,1
KAPN,"Alpena Co Rgnl",45.07839225,-83.55986175,2,1
KARA,"Acadiana Rgnl",30.037754,-91.883893,1,1
KARR,"Aurora Muni",41.7720658333333,-88.4752281666667,3,2
KART,"Watertown Intl",43.99192125,-76.0217385,2,1
KARV,"Lakeland Noble F Lee Mem Fld",45.927337,-89.7305355,2,1
KASE,"Aspen Pitkin Co Sardy Fld",39.22578100,-106.86809500,1,2
KASG,"Springdale Muni",36.1764,-94.1192475,1,1
KASH,"Boire Field Nashua",42.78012400,-071.51589593,1,1
KAST,"Astoria Rgnl",46.15577010,-123.88189238,2,1
KASW,"Warsaw Muni",41.27522625,-85.8412465,2,1
KATL,"Hartsfield Jackson Atlanta Intl",33.64072491,-084.42145937,5,10
KATW,"Outagamie Co Rgnl",44.25907200,-088.51127900,2,2
KATY,"Watertown Rgnl",44.91397725,-97.154718,2,1
KAUG,"Augusta State",44.31816500,-069.79374700,2,1
KAUO,"Auburn Opelika Robert G Pitts",32.61545625,-85.43367,2,1
KAUS,"Austin Bergstrom Intl",30.19610225,-097.66553764,2,2
KAVC,"Mecklenburg Brunswick Rgnl",36.6882875,-78.054468,1,1
KAVL,"Asheville Rgnl",35.43489500,-082.53763600,1,2
KAVP,"Wilkes Barre Scranton Intl",41.33616479,-075.72866131,2,1
KAWO,"Arlington Municipal",48.16170012,-122.15357609,2,1
KAXN,"Chandler Fld",45.8662945,-95.39456025,2,1
KAYS,"Waycross Ware Co",31.2486838333333,-82.3948721666667,3,1
KAZO,"Kalamazoo Battle Creek Intl",42.235236,-85.552226,3,1
KBAB,"Beale Afb",39.13613731,-121.4366286,1,1
KBAD,"Barksdale Afb",32.49648100,-093.67243700,1,2
KBAF,"Barnes Muni",42.15783025,-72.715513495,2,1
KBAK,"Columbus Muni",39.25553200,-085.89722300,2,1
KBDL,"Bradley Intl",41.94563207,-072.68931346,3,2
KBDR,"Igor I Sikorsky Mem",41.16361620,-073.12770080,3,1
KBED,"Laurence G Hanscom Field",42.46503100,-071.28855900,2,1
KBEH,"Southwest Michigan Rgnl",42.128819,-86.4288013333333,3,1
KBFD,"Bradford Rgnl",41.79944591,-078.63954429,2,1
KBFF,"Western Neb Rgnl William B Heilig Fld",41.874016125,-103.59565086,2,1
KBFI,"Boeing Field King Co Intl",47.52915492,-122.30434900,2,1
KBFL,"Meadows Fld",35.43432480,-119.05332267,2,1
KBFM,"Mobile Downtown",30.6272075,-88.06788575,2,1
KBGE,"Decatur Co Industrial Airpark",30.97153575,-84.637048,2,1
KBGM,"Greater Binghamton Edwin A Link Fld",42.20818725,-75.98032175,2,1
KBGR,"Bangor Intl",44.8074375,-68.8281265,1,1
KBHB,"Hancock Co Bar Harbor",44.449529915,-68.361036905,2,1
KBHM,"Birmingham International",33.55983400,-086.75158100,2,3
KBIJ,"Early Co",31.39751,-84.894799,1,1
KBIL,"Billings Logan Intl",45.80341000,-108.53630100,3,2
KBIS,"Bismarck Muni",46.77212500,-100.75218200,2,2
KBIX,"Keesler Afb",30.410425,-88.924432,1,1
KBJC,"Rocky Mountain Metropolitan Airport",39.9090178333333,-105.116967666667,3,1
KBJI,"Bemidji Rgnl",47.50939575,-94.933733,2,1
KBKF,"Buckley Afb",39.7017585,-104.751961,1,1
KBKL,"Burke Lakefront",41.51208900,-081.68890400,2,1
KBKV,"Hernando Co",28.47505200,-082.43866000,2,1
KBKW,"Raleigh Co Mem",37.78643075,-81.12414875,2,1
KBKX,"Brookings Rgnl",44.3047385,-96.8176235,2,1
KBLF,"Mercer Co",37.295794,-81.2076905,1,1
KBLI,"Bellingham Intl",48.79421536,-122.53204085,1,1
KBLM,"Monmouth Executive",40.18441758,-074.11795555,2,1
KBLV,"Scott Afb Midamerica",38.54671745,-089.83504724,2,2
KBMG,"Monroe Co",39.14927700,-086.61236600,2,1
KBMI,"Central Illinois Rgnl",40.47374000,-088.90708900,3,2
KBNA,"Nashville_intl",36.11522125,-086.67498227,4,6
KBOI,"Boise Air Terminal (gowen Field)",43.55584077,-116.21927280,3,1
KBOS,"Boston Logan Intl",42.36577472,-071.01847370,6,3
KBPK,"Ozark Rgnl",36.368942,-92.4705265,1,1
KBPT,"Southeast Texas Rgnl",29.95088118,-94.0210364,2,1
KBQK,"Brunswick Golden Isles",31.258808,-81.4664945,1,1
KBRD,"Brainerd Lakes Rgnl",46.39339057,-094.14064391,3,2
KBRL,"Southeast Iowa Rgnl",40.7836855,-91.125716,2,1
KBRO,"Brownsville South Padre Island Intl",25.90486663,-097.43106230,3,1
KBTL,"W K Kellogg",42.31356000,-085.23821300,3,1
KBTM,"Bert Mooney",45.95492200,-112.50300600,3,1
KBTP,"Butler Co K W Scholter Fld",40.7765915,-79.951089,1,1
KBTR,"Baton Rouge Metro Ryan Fld",30.5330521666667,-91.149041,3,2
KBTV,"Burlington Intl",44.47114748,-073.15563428,2,1
KBUF,"Buffalo Niagara Intl",42.93418000,-078.73047600,2,3
KBUR,"Bob Hope",34.19981625,-118.35444844,2,1
KBUY,"Burlington Alamance Rgnl",36.048543,-79.474889,1,1
KBVO,"Bartlesville Muni",36.75858300,-096.00818600,1,1
KBVX,"Batesville Rgnl",35.72698125,-91.6453395,2,1
KBVY,"Beverly Muni",42.58252000,-070.91655700,2,1
KBWD,"Brownwood Rgnl",31.7935465,-98.95665275,2,1
KBWG,"Bowling Green Warren Co Rgnl",36.963899,-86.41973825,2,1
KBWI,"Baltimore Washington Intl",39.17914650,-076.66841004,4,3
KBXM,"Brunswick Executive",43.89851182,-069.94727308,2,1
KBYH,"Arkansas Intl",35.95948624,-089.95041877,1,1
KBZN,"Gallatin Fld",45.77554300,-111.15667000,3,1
KCAE,"Columbia Metropolitan",33.93875,-81.1193675,2,3
KCAK,"Akron Canton Rgnl",40.91496873,-081.43668210,2,2
KCBF,"Council Bluffs Municipal",41.25853265,-095.76281215,2,1
KCBM,"Columbus Afb",33.6454648333333,-88.4470746666667,3,2
KCCO,"Newnan Coweta Co",33.311564,-84.769754,1,1
KCCR,"Buchanan Field",37.98582890,-122.05529346,4,1
KCDC,"Cedar City Rgnl",37.70118275,-113.09862575,2,1
KCDI,"Cambridge Muni",39.97618747,-081.57876527,1,1
KCDW,"Essex County",40.87550778,-074.27738329,2,1
KCEC,"Crescent City - Jack Mc Namara Fld",41.77838100,-124.24098200,2,1
KCEF,"Westover Arb Metropolitan",42.195092235,-72.534403995,2,1
KCEW,"Bob Sikes",30.77723900,-086.52455100,1,1
KCGF,"Cuyahoga Co",41.56118376,-081.48483691,1,1
KCGI,"Cape Girardeau Rgnl",37.22543275,-89.5706745,2,1
KCGZ,"Casa Grande Muni",32.954899,-111.7668195,1,1
KCHA,"Lovell Field",35.02961674,-085.20047839,2,2
KCHO,"Charlottesville Albemarle",38.13946260,-078.44919525,1,1
KCHS,"Charleston Afb Intl",32.89490900,-080.02703100,2,2
KCIC,"Chico Muni",39.795263,-121.8588715,2,1
KCID,"The Eastern Iowa",41.88473275,-91.71029925,2,2
KCIU,"Chippewa Co Intl",46.2514055,-84.47271725,2,1
KCJR,"Culpeper Rgnl",38.525475,-77.859628,1,1
KCKB,"Harrison Marion Rgnl",39.30003309,-080.22914069,1,1
KCKF,"Crisp Co Cordele",31.9889185,-83.7733556666667,3,1
KCKV,"Outlaw Fld",36.62196625,-87.4149035,2,1
KCLE,"Cleveland Hopkins Intl",41.41085900,-081.83874300,4,4
KCLL,"Easterwood Field",30.59032141,-096.35890292,3,1
KCLM,"William R Fairchild Intl",48.11613905,-123.49256653,2,1
KCLT,"Charlotte Douglas Intl",35.22351211,-080.94423128,4,7
KCMH,"Port Columbus Intl",39.99818800,-082.88437650,2,2
KCMI,"Univ Of Illinois Willard",40.038632625,-88.277996625,4,1
KCMX,"Houghton Co Mem",47.16828275,-88.48907075,2,1
KCNM,"Cavern City Air Terminal",32.3386035,-104.2628225,4,1
KCNO,"Chino",33.97799846,-117.63709388,3,1
KCNW,"Tstc Waco",31.637457,-97.07430625,2,1
KCOE,"Coeur D Alene Air Terminal",47.7740945,-116.8190015,2,1
KCOF,"Patrick Afb",28.22902500,-080.60819200,2,2
KCON,"Concord Muni",43.20618800,-071.51033800,2,1
KCOS,"Colorado Springs Municipal",38.79762000,-104.70095300,3,2
KCOU,"Columbia Rgnl",38.81653200,-092.21353100,2,1
KCPK,"Chesapeake Rgnl",36.665618,-76.3206635,1,1
KCPR,"Natrona Co Intl",42.90321315,-106.45682489,4,2
KCPS,"St Louis Downtown",38.57203273,-090.16590457,3,1
KCRE,"Grand Strand",33.80865767,-078.72468219,1,1
KCRG,"Craig Muni",30.33685100,-081.51439700,2,1
KCRP,"Corpus Christi Intl",27.77044175,-97.5007375,2,2
KCRQ,"Mc Clellan Palomar",33.12714143,-117.27608228,1,1
KCRW,"Charleston Yeager",38.37054100,-081.59618100,2,1
KCRX,"Roscoe Turner",34.914968,-88.603485,1,1
KCSG,"Columbus Metropolitan",32.51613475,-84.93988825,2,1
KCSM,"Clinton Sherman",35.338819,-99.19971875,2,1
KCSV,"Crossville Mem Whitson Fld",35.95129,-85.0849765,1,1
KCTJ,"West Georgia Rgnl O V Gray Fld",33.631893,-85.152332,1,1
KCUB,"Columbia Owens Downtown",33.97148100,-080.99522400,1,1
KCVG,"Cincinnati Northern Kentucky Intl",39.04087838,-084.65839809,4,7
KCVN,"Clovis Muni",34.4242158333333,-103.079523333333,3,1
KCVO,"Corvallis Muni",44.50300263,-123.28438841,2,1
KCVS,"Cannon Afb",34.3823715,-103.322363,2,3
KCWA,"Central Wisconsin",44.78427800,-089.66855800,2,2
KCWF,"Chennault Intl",30.21354400,-093.15192700,1,1
KCWI,"Clinton Muni",41.83080475,-90.32930175,2,1
KCXO,"Lone Star Executive",30.35491934,-095.41840256,2,1
KCXY,"Capital City",40.217052,-76.8516575,2,1
KCYS,"Cheyenne Rgnl Jerry Olson Fld",41.15902541,-104.81431143,2,1
KDAA,"Davison Aaf",38.715111,-77.1811445,1,1
KDAB,"Daytona Beach Intl",29.17886264,-081.05581445,3,1
KDAL,"Dallas Love Fld",32.84517143,-096.84942893,3,2
KDAN,"Danville Rgnl",36.57328164,-79.335401735,2,1
KDAY,"James M Cox Dayton Intl",39.89870766,-084.22119933,3,4
KDBQ,"Dubuque Rgnl",42.401977,-90.70951275,2,2
KDCA,"Washington National",38.85462250,-077.04369939,3,2
KDDC,"Dodge City Rgnl",37.76274925,-99.96510175,2,1
KDEC,"Decatur",39.834667,-88.866661,3,1
KDEN,"Denver Intl",39.86244900,-104.67367100,6,6
KDET,"Coleman A. Young Muni",42.40956047,-083.00490514,2,1
KDFW,"Dallas Fort Worth Intl",32.89690000,-097.04040000,7,7
KDHN,"Dothan Rgnl",31.31853900,-085.45274500,2,1
KDIK,"Dickinson Theodore Roosevelt Rgnl",46.79734725,-102.80194725,2,1
KDKB,"De Kalb Taylor Muni",41.93273525,-88.70682925,2,1
KDKX,"Knoxville Downtown Island",35.96219598,-083.87408523,1,1
KDLF,"Laughlin Afb",29.35755500,-100.78643000,3,2
KDLH,"Duluth Intl",46.84216275,-92.1911575,2,2
KDLL,"Baraboo Wisconsin Dells",43.52167075,-89.771159,2,1
KDMA,"Davis-monthan Afb",32.16920722,-110.87547632,1,1
KDNN,"Dalton Muni",34.722936,-84.870242,1,1
KDNV,"Vermilion Co",40.1997325,-87.5952711666667,3,1
KDOV,"Dover Afb",39.12478097,-075.46996141,2,2
KDPA,"Du Page",41.9080845,-88.247508625,4,2
KDQH,"Douglas Muni",31.4766985,-82.860529,1,1
KDRI,"Beauregard Rgnl",30.83220600,-093.33435300,4,1
KDRO,"Durango La Plata Co",37.15968700,-107.75027470,1,1
KDRT,"Del Rio Intl",29.37383100,-100.92585800,1,1
KDSM,"Des Moines Intl",41.53253800,-093.65031100,2,3
KDTN,"Shreveport Downtown",32.54009375,-93.74497175,2,1
KDTO,"Denton Muni",33.2007225,-97.197976,1,1
KDTW,"Detroit Metro Wayne Co",42.21265151,-083.35438337,6,5
KDUC,"Halliburton Fld",34.47087296,-97.95985122,1,1
KDUJ,"Du Bois Jefferson Co",41.18316379,-078.89256228,1,1
KDVL,"Devils Lake Muni",48.114286,-98.908874,2,1
KDVN,"Davenport Muni",41.61054425,-90.588329,2,1
KDWH,"David Wayne Hooks Mem",30.06695709,-095.55594833,2,1
KDWU,"Ashland Rgnl",38.55454686,-82.73804337,1,1
KDXR,"Danbury",41.37257532,-073.48497801,2,1
KDXZ,"St George Muni",37.03076170,-113.50963962,1,1
KDYS,"Dyess Afb",32.4193591666667,-99.855863,3,1
KEAR,"Kearney Muni",40.72773717,-099.01214757,2,1
KEAT,"Wenatchee - Pangorn Memorial",47.40155971,-120.20633262,4,1
KEAU,"Chippewa Valley Rgnl",44.8653875,-91.48505675,2,1
KECP,"Northwest Florida International",30.35386734,-085.79913429,1,1
KEDW,"Edwards Afb Rogers Dry Lake",34.92275600,-117.88227000,14,2
KEEN,"Dillant Hopkins",42.90628100,-072.27413200,2,1
KEFD,"Ellington Fld",29.608067,-95.1581456666667,3,3
KEGE,"Eagle Co Rgnl",39.64727020,-106.91177370,1,1
KEGI,"Duke Fld",30.64747125,-86.5213305,2,1
KEKN,"Elkins Randolph Co Jennings Randolph",38.88945675,-79.857127,2,1
KEKO,"Elko Rgnl",40.82966438,-115.787779776,2,1
KEKY,"Bessemer",33.312885,-86.925918,1,1
KELD,"South Arkansas Rgnl At Goodwin Fld",33.2209751666667,-92.8139273333333,3,1
KELM,"Elmira Corning Rgnl",42.16358600,-076.89446300,3,1
KELP,"El Paso Intl",31.79824100,-106.37499200,3,1
KELZ,"Wellsville Muni Tarantine Fld",42.1095235,-77.9899805,1,1
KEMV,"Emporia Greensville Rgnl",36.686832,-77.482943,1,1
KEND,"Vance Afb",36.3397993,-97.916545,5,2
KENW,"Kenosha Rgnl",42.5954188333333,-87.9269761666667,3,1
KEQY,"Monroe Rgnl",35.01982900,-080.62023200,1,1
KERI,"Erie Intl Tom Ridge Fld",42.08284000,-080.18238400,2,1
KERV,"Kerrville Muni Louis Schreiner Fld",29.97759925,-99.08591825,2,1
KESC,"Delta Co",45.722968,-87.09290625,2,1
KESF,"Esler Rgnl",31.394931,-92.29575,2,1
KESN,"Easton Newnam Fld",38.8042075,-76.06935075,2,1
KETB,"West Bend Muni",43.4222125,-88.12792825,2,1
KEUG,"Mahlon Sweet Fld",44.11771000,-123.21257800,3,2
KEVV,"Evansville Rgnl",38.0383038333333,-87.5314711666667,3,1
KEVW,"Evanston Uinta Co Burns Fld",41.27336696,-111.02958294,1,1
KEWB,"New Bedford Rgnl",41.6765445,-70.9578,2,1
KEWK,"Newton City",38.05800382,-97.27465021,2,1
KEWN,"Craven Co Rgnl",35.07672900,-077.04354100,2,1
KEWR,"Newark Liberty Intl",40.69213500,-074.18105300,3,2
KEXX,"Davidson Co",35.77928535,-080.30203499,1,1
KEYE,"Eagle Creek Airpark",39.82989100,-086.29670700,1,1
KEZM,"Heart Of Georgia Rgnl",32.21639,-83.1286695,1,1
KFAR,"Hector Intl",46.91903690,-096.82130430,3,2
KFAT,"Fresno Air Terminal",36.77343935,-119.72175070,2,1
KFAY,"Fayetteville Rgnl Grannis Fld",34.99157700,-078.88547500,2,1
KFCI,"Chesterfield Co",37.406435,-77.5248365,1,1
KFCM,"Minneapolis Flying Cloud",44.82172737,-093.45830476,3,1
KFDK,"Frederick Muni",39.41699200,-077.37846400,2,1
KFFC,"Atlanta Peachtree City Falcon Fld",33.35933300,-084.57031250,1,1
KFFM,"Fergus Falls Muni Einar Mickelson Fld",46.2845355,-96.1575895,2,1
KFFO,"Wright Patterson Afb",39.82585375,-84.0452465,2,1
KFFT,"Capital City",38.182518,-84.904724,1,1
KFHU,"Sierra Vista Muni Libby Aaf",31.58211084,-110.34400118,3,1
KFKL,"Venango Rgnl",41.37744563,-079.85809015,2,1
KFLD,"Fond Du Lac Co",43.771234,-88.4891555,2,1
KFLG,"Flagstaff Pulliam",35.13945800,-111.67121900,1,1
KFLL,"Fort Lauderdale Hollywood Intl",26.07055700,-080.15639500,3,3
KFLO,"Florence Rgnl",34.19337131,-079.72909832,2,1
KFMH,"Cape Cod Cgas",41.65182788,-070.52222484,2,2
KFMN,"Four Corners Rgnl",36.7415596416667,-108.226252685,3,1
KFMY,"Page Fld",26.59053600,-081.86277800,2,1
KFNL,"Fort Collins Loveland Muni",40.452576315,-105.009980655,2,1
KFNT,"Bishop Intl",42.96313100,-083.74953500,3,1
KFOD,"Fort Dodge Rgnl",42.5511735,-94.1915005,2,1
KFOE,"Forbes Fld",38.950229,-95.663985735,2,1
KFOK,"Francis S Gabreski",40.83965700,-072.64119700,3,1
KFPR,"St Lucie Co Intl",27.49398400,-080.37263500,2,1
KFRG,"Republic",40.72882925,-73.41350625,2,1
KFSD,"Joe Foss Fld",43.5809716666667,-96.7417971666667,3,2
KFSM,"Fort Smith Rgnl",35.3369775,-94.367225,2,1
KFTG,"Front Range",39.78420075,-104.537622275,2,3
KFTW,"Fort Worth Meacham Intl",32.81624414,-097.36277103,3,1
KFTY,"Fulton Co Arpt Brown Fld",33.7792673333333,-84.5211091666667,3,1
KFUL,"Fullerton Muni",33.87049880,-117.97991100,1,1
KFWA,"Fort Wayne Intl",40.978709,-85.1941456666667,3,2
KFWS,"Ft. Worth Spinks",32.56572003,-097.31243213,2,1
KFXE,"Fort Lauderdale Executive",26.19663000,-080.17392500,2,1
KFYV,"Drake Fld",36.0050945,-94.170057,1,1
KFZG,"Fitzgerald Muni",31.6839375,-83.2699685,2,1
KGBD,"Great Bend Muni",38.343307,-98.85983825,2,1
KGBG,"Galesburg Muni",40.93803125,-90.430998,2,1
KGCC,"Gillette Campbell Co",44.34838179,-105.53697440,2,1
KGCK,"Garden City Rgnl",37.92645277,-100.71996344,2,1
KGCN,"Grand Canyon National Park",35.95170426,-112.14226868,1,1
KGEG,"Spokane Intl",47.61358382,-117.52700329,2,1
KGFA,"Malmstrom Lrrs",47.50496027,-111.18802973,1,1
KGFK,"Grand Forks Int'l",47.946388125,-97.1716267275,4,1
KGFL,"Floyd Bennett Mem",43.34165900,-073.60509500,2,1
KGGG,"East Texas Rgnl",32.37993510,-094.71249031,2,1
KGJT,"Walker Fld",39.12146650,-108.52491324,2,2
KGKY,"Arlington Muni",32.66212785,-097.09844758,1,1
KGLD,"Renner Fld",39.371406,-101.699380166667,3,1
KGLH,"Mid Delta Rgnl",33.48520475,-90.98465425,2,1
KGLS,"Scholes Intl At Galveston",29.26316745,-094.85623564,2,1
KGLW,"Glasgow Muni",37.031779,-85.953754,1,1
KGMU,"Greenville Downtown",34.85038765,-082.35130829,2,1
KGNF,"Grenada Muni",33.8319315,-89.79781875,2,1
KGNV,"Gainesville Rgnl",29.68663200,-082.27225500,2,1
KGON,"Groton New London",41.33233544,-072.04584963,2,1
KGPI,"Glacier Park Intl",48.311132466,-114.253188746,2,1
KGPT,"Gulfport Biloxi Intl",30.40116089,-089.07385327,3,2
KGRB,"Austin Straubel Intl",44.49177600,-088.12747200,3,2
KGRF,"Gray Aaf",47.079218,-122.580783,1,1
KGRI,"Central Nebraska Rgnl",40.97089168,-098.31831723,2,1
KGRK,"Robert Gray Aaf",31.067239,-97.828928,1,1
KGRR,"Gerald R Ford Intl",42.88410062,-085.52939999,3,3
KGSB,"Seymour Johnson Afb",35.34404000,-077.95980100,1,2
KGSO,"Piedmont Triad Intl",36.10094142,-079.94115155,3,4
KGSP,"Greenville Spartanburg Intl",34.895671,-82.2188585,1,2
KGTB,"Wheeler Sack Aaf",44.0543185,-75.719689,3,1
KGTF,"Great Falls Intl",47.48084000,-111.35958000,3,1
KGTR,"Golden Triangle Rgnl",33.45089991,-088.58841351,1,1
KGUC,"Gunnison Crested Butte Rgnl",38.53910400,-106.93057300,2,1
KGUP,"Gallup Muni",35.51205400,-108.78930700,1,1
KGUS,"Grissom Arb",40.6480835,-86.152111,1,1
KGVL,"Gainsville - Lee Gilmer Mem",34.27259975,-83.82989875,2,1
KGVQ,"Genesee Co",43.031757,-78.1696555,1,1
KGVT,"Majors",33.068713,-96.06349375,2,1
KGVW,"Richards-gebaur Memorial",38.84402861,-94.56037223,1,1
KGWB,"De Kalb Co",41.3071625,-85.06435,1,1
KGWO,"Greenwood Leflore",33.4955003333333,-90.083048,3,1
KGXY,"Greeley Weld Co",40.4333126666667,-104.6317235,3,1
KGYH,"Donaldson Center",34.75669247,-082.37482344,1,1
KGYI,"Grayson Co",33.7146848333333,-96.6751696666667,3,1
KGYY,"Gary Chicago Intl",41.6164215,-87.4135725,2,1
KHDC,"Hammond Northshore Rgnl",30.52169075,-90.41847025,2,1
KHDN,"Yampa Valley",40.481179,-107.2176625,1,1
KHEF,"Manassas Rgnl",38.72101600,-077.51930200,2,1
KHEZ,"Hardy Anders Fld Natchez Adams Co",31.6135925,-91.297134,2,1
KHFD,"Hartford Brainard",41.73509600,-072.65179440,2,1
KHGR,"Hagerstown Rgnl Richard A Henson Fld",39.7081048,-77.7273002533333,2,1
KHHR,"Jack Northrop Fld Hawthorne Muni",33.92340590,-118.33700204,1,1
KHIB,"Chisholm Hibbing",47.3872635,-92.83978125,2,2
KHIE,"Mount Washington Rgnl",44.3675545,-71.5458095,1,1
KHIF,"Hill Afb",41.12281851,-111.97730294,1,1
KHIO,"Portland Hillsboro",45.540082,-122.94967977,2,1
KHKS,"Hawkins Fld",32.33437025,-90.222089,2,1
KHKY,"Hickory Rgnl",35.74330902,-081.38847314,2,1
KHLG,"Wheeling Ohio Co",40.175028,-80.64620625,2,1
KHLN,"Helena Rgnl",46.60273200,-111.98305000,3,1
